system,query_id,recall_at_1000,bpref,coverage_at_10,coverage_at_50,coverage_at_100,coverage_at_300,coverage_at_500,coverage_at_1000
channel_bm25,101,0.6976744186046512,0.5357450473729544,0.2,0.16,0.16,0.09666666666666666,0.078,0.041
channel_minilm,1,0.7945205479452054,0.5976661593099952,0.0,0.02,0.02,0.016666666666666666,0.026,0.07
channel_minilm,2,0.9692307692307692,0.6129032258064516,0.0,0.0,0.0,0.02,0.028,0.086
channel_minilm,3,1.0,0.04081632653061224,0.0,0.0,0.0,0.01,0.034,0.071
channel_minilm,4,1.0,0.31065468549422365,0.0,0.0,0.02,0.023333333333333334,0.032,0.099
channel_minilm,5,0.8588235294117647,0.41008403361344486,0.0,0.0,0.0,0.0033333333333333335,0.01,0.078
channel_minilm,6,0.5,0.0,0.0,0.0,0.0,0.0033333333333333335,0.004,0.008
channel_minilm,7,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.006666666666666667,0.006,0.005
channel_minilm,8,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.009
channel_minilm,9,0.625,0.375,0.0,0.02,0.01,0.0033333333333333335,0.004,0.007
channel_minilm,10,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.004
channel_minilm,11,0.7878787878787878,0.4967860422405877,0.0,0.04,0.04,0.02666666666666667,0.03,0.05
channel_minilm,12,0.38461538461538464,0.11242603550295856,0.0,0.0,0.01,0.01,0.014,0.026
channel_minilm,13,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.006666666666666667,0.004,0.002
channel_minilm,14,0.717391304347826,0.4746376811594204,0.1,0.06,0.03,0.016666666666666666,0.032,0.046
channel_minilm,15,0.631578947368421,0.4407894736842105,0.0,0.02,0.03,0.02666666666666667,0.04,0.043
channel_minilm,16,0.7,0.7,0.0,0.0,0.0,0.0033333333333333335,0.006,0.007
channel_minilm,17,0.9,0.9,0.0,0.0,0.0,0.0033333333333333335,0.008,0.009
channel_minilm,18,1.0,1.0,0.0,0.0,0.0,0.0,0.002,0.01
channel_minilm,19,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.006666666666666667,0.004,0.007
channel_minilm,20,1.0,0.0,0.0,0.02,0.01,0.0033333333333333335,0.016,0.01
channel_minilm,21,1.0,1.0,0.0,0.0,0.0,0.0,0.002,0.01
channel_minilm,22,0.75,0.5,0.0,0.0,0.01,0.0033333333333333335,0.012,0.008
channel_minilm,23,0.75,0.5625,0.0,0.0,0.0,0.0033333333333333335,0.004,0.008
channel_minilm,24,1.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004,0.007
channel_minilm,25,0.5714285714285714,0.5238095238095238,0.0,0.0,0.0,0.0033333333333333335,0.008,0.007
channel_minilm,26,1.0,0.0,0.1,0.06,0.03,0.013333333333333334,0.012,0.01
channel_minilm,27,0.6363636363636364,0.465564738292011,0.0,0.04,0.06,0.04666666666666667,0.05,0.051
channel_minilm,28,0.8,0.8,0.0,0.0,0.01,0.0033333333333333335,0.006,0.008
channel_minilm,29,0.8333333333333334,0.75,0.0,0.0,0.0,0.006666666666666667,0.004,0.006
channel_minilm,30,0.7,0.7,0.0,0.0,0.0,0.006666666666666667,0.01,0.007
channel_minilm,31,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.006,0.01
channel_minilm,32,0.8,0.8,0.0,0.0,0.0,0.0,0.008,0.008
channel_minilm,33,1.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.01
channel_minilm,34,0.8,0.6897959183673472,0.0,0.02,0.02,0.023333333333333334,0.022,0.034
channel_minilm,35,0.8,0.8,0.0,0.0,0.01,0.0033333333333333335,0.006,0.008
channel_minilm,36,1.0,0.22222222222222224,0.0,0.02,0.01,0.0033333333333333335,0.004,0.01
channel_minilm,37,1.0,0.04761904761904762,0.0,0.0,0.0,0.0,0.002,0.01
channel_minilm,38,0.5,0.0,0.0,0.0,0.0,0.0,0.008,0.008
channel_minilm,39,0.75,0.5,0.0,0.04,0.02,0.013333333333333334,0.016,0.008
channel_minilm,40,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0033333333333333335,0.006,0.007
channel_minilm,41,1.0,0.8800000000000001,0.0,0.02,0.02,0.006666666666666667,0.01,0.01
channel_minilm,42,1.0,0.1875,0.0,0.02,0.01,0.0033333333333333335,0.006,0.01
channel_minilm,43,0.6666666666666666,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.008
channel_minilm,44,0.9,0.9,0.0,0.0,0.0,0.01,0.01,0.009
channel_minilm,45,0.75,0.375,0.0,0.02,0.01,0.006666666666666667,0.008,0.008
channel_minilm,46,0.875,0.6875,0.0,0.02,0.02,0.01,0.014,0.009
channel_minilm,47,0.9,0.9,0.0,0.02,0.01,0.016666666666666666,0.016,0.009
channel_minilm,48,1.0,0.625,0.0,0.02,0.01,0.006666666666666667,0.008,0.01
channel_minilm,49,1.0,0.375,0.0,0.0,0.0,0.01,0.012,0.01
channel_minilm,50,1.0,0.625,0.0,0.02,0.02,0.013333333333333334,0.01,0.01
channel_minilm,51,1.0,0.5,0.0,0.0,0.01,0.006666666666666667,0.004,0.005
channel_minilm,52,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,0.01,0.012,0.009
channel_minilm,53,1.0,1.0,0.0,0.0,0.0,0.006666666666666667,0.012,0.01
channel_minilm,54,0.9,0.9,0.0,0.0,0.01,0.01,0.01,0.009
channel_minilm,55,0.75,0.375,0.0,0.0,0.01,0.0033333333333333335,0.004,0.008
channel_minilm,56,0.7254901960784313,0.518059855521156,0.0,0.04,0.03,0.03,0.044,0.056
channel_minilm,57,0.9,0.9,0.0,0.0,0.0,0.0,0.006,0.009
channel_minilm,58,0.8888888888888888,0.6666666666666666,0.0,0.0,0.01,0.0033333333333333335,0.002,0.009
channel_minilm,59,0.7777777777777778,0.7777777777777778,0.0,0.02,0.01,0.0033333333333333335,0.006,0.008
channel_minilm,60,0.8,0.8,0.0,0.0,0.0,0.0033333333333333335,0.002,0.008
channel_minilm,61,,,0.0,0.0,0.0,0.0,0.0,0.01
channel_minilm,62,0.875,0.4375,0.0,0.0,0.02,0.013333333333333334,0.01,0.008
channel_minilm,63,0.6,0.44000000000000006,0.0,0.0,0.0,0.0,0.004,0.008
channel_minilm,64,0.625,0.25,0.0,0.0,0.0,0.0033333333333333335,0.01,0.007
channel_minilm,65,0.8571428571428571,0.7142857142857144,0.0,0.0,0.0,0.0033333333333333335,0.004,0.007
channel_minilm,66,0.6181818181818182,0.4678787878787881,0.0,0.04,0.04,0.06333333333333334,0.056,0.043
channel_minilm,67,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0033333333333333335,0.004,0.003
channel_minilm,68,0.42857142857142855,0.42857142857142855,0.0,0.02,0.01,0.0033333333333333335,0.004,0.003
channel_minilm,69,1.0,1.0,0.0,0.0,0.0,0.0,0.002,0.009
channel_minilm,70,0.7,0.7,0.0,0.0,0.0,0.0,0.006,0.007
channel_minilm,71,0.2857142857142857,0.09523809523809525,0.0,0.0,0.0,0.0,0.0,0.004
channel_minilm,72,0.43243243243243246,0.3546273546273545,0.0,0.04,0.04,0.05333333333333334,0.042,0.025
channel_minilm,73,,,0.0,0.0,0.0,0.0,0.0,0.002
channel_minilm,74,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0.0,0.004,0.008
channel_minilm,75,0.2,0.2,0.0,0.02,0.01,0.006666666666666667,0.004,0.002
channel_minilm,76,1.0,0.43999999999999995,0.0,0.04,0.05,0.02,0.018,0.01
channel_minilm,77,0.16666666666666666,0.16666666666666666,0.0,0.0,0.01,0.0033333333333333335,0.002,0.001
channel_minilm,78,0.6,0.6,0.0,0.0,0.0,0.006666666666666667,0.004,0.006
channel_minilm,79,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.008
channel_minilm,80,0.9,0.9,0.0,0.0,0.01,0.013333333333333334,0.016,0.009
channel_minilm,81,0.9,0.9,0.0,0.0,0.0,0.0033333333333333335,0.008,0.009
channel_minilm,82,0.7580645161290323,0.7580645161290323,0.0,0.04,0.02,0.023333333333333334,0.038,0.047
channel_minilm,83,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0,0.004,0.006
channel_minilm,84,1.0,1.0,0.0,0.0,0.01,0.01,0.014,0.01
channel_minilm,85,1.0,1.0,0.1,0.02,0.03,0.016666666666666666,0.012,0.009
channel_minilm,86,1.0,0.25,0.0,0.02,0.01,0.006666666666666667,0.014,0.01
channel_minilm,87,1.0,1.0,0.0,0.0,0.0,0.01,0.01,0.01
channel_minilm,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channel_minilm,89,0.8,0.8,0.0,0.02,0.02,0.013333333333333334,0.012,0.008
channel_minilm,90,1.0,0.375,0.0,0.0,0.0,0.0033333333333333335,0.012,0.01
channel_minilm,91,0.515625,0.4374999999999998,0.0,0.0,0.0,0.013333333333333334,0.012,0.034
channel_minilm,92,0.3968253968253968,0.2630385487528345,0.1,0.06,0.03,0.023333333333333334,0.032,0.029
channel_minilm,93,0.375,0.125,0.0,0.0,0.0,0.0,0.008,0.005
channel_minilm,94,0.75,0.0,0.0,0.0,0.0,0.0,0.01,0.009
channel_minilm,95,,,0.0,0.0,0.0,0.0,0.006,0.009
channel_minilm,96,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.002,0.006
channel_minilm,97,0.875,0.75,0.0,0.0,0.01,0.0033333333333333335,0.008,0.009
channel_minilm,98,0.6,0.6,0.0,0.0,0.01,0.0033333333333333335,0.006,0.006
channel_minilm,99,0.14285714285714285,0.0816326530612245,0.0,0.02,0.05,0.03333333333333333,0.026,0.022
channel_minilm,100,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.0,0.008,0.005
channel_minilm,101,0.7209302325581395,0.5340223944875109,0.0,0.0,0.01,0.013333333333333334,0.018,0.046
channel_gte,1,0.8082191780821918,0.7808219178082184,1.0,0.52,0.31,0.15333333333333332,0.108,0.063
channel_gte,2,0.9538461538461539,0.5116625310173698,0.9,0.58,0.33,0.18333333333333332,0.124,0.092
channel_gte,3,1.0,0.040816326530612256,0.9,0.46,0.4,0.19333333333333333,0.126,0.07
channel_gte,4,1.0,0.8151476251604617,1.0,0.58,0.35,0.2,0.154,0.1
channel_gte,5,0.9411764705882353,0.9176470588235299,1.0,0.52,0.36,0.18666666666666668,0.136,0.082
channel_gte,6,1.0,0.6875,0.0,0.0,0.0,0.0,0.004,0.006
channel_gte,7,0.8333333333333334,0.5,0.1,0.02,0.01,0.0033333333333333335,0.004,0.009
channel_gte,8,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0033333333333333335,0.002,0.002
channel_gte,9,0.75,0.75,0.0,0.0,0.0,0.0,0.006,0.007
channel_gte,10,0.625,0.4375,0.0,0.0,0.01,0.006666666666666667,0.006,0.007
channel_gte,11,0.8787878787878788,0.7502295684113864,0.3,0.14,0.1,0.08666666666666667,0.074,0.051
channel_gte,12,0.6153846153846154,0.05917159763313609,0.0,0.0,0.02,0.03333333333333333,0.038,0.035
channel_gte,13,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.002
channel_gte,14,0.782608695652174,0.6331521739130437,0.0,0.02,0.01,0.02666666666666667,0.032,0.049
channel_gte,15,0.631578947368421,0.5970394736842105,0.0,0.0,0.0,0.02666666666666667,0.026,0.028
channel_gte,16,0.8,0.8,0.0,0.0,0.0,0.0,0.004,0.008
channel_gte,17,0.7,0.7,0.0,0.0,0.0,0.0,0.002,0.007
channel_gte,18,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0033333333333333335,0.002,0.005
channel_gte,19,1.0,0.7619047619047619,0.0,0.0,0.0,0.006666666666666667,0.01,0.01
channel_gte,20,0.5,0.5,0.0,0.02,0.01,0.006666666666666667,0.004,0.002
channel_gte,21,0.2,0.2,0.0,0.0,0.0,0.0,0.002,0.002
channel_gte,22,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.005
channel_gte,23,0.5,0.5,0.0,0.0,0.0,0.006666666666666667,0.006,0.004
channel_gte,24,1.0,0.0,0.0,0.0,0.0,0.01,0.008,0.008
channel_gte,25,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.004,0.003
channel_gte,26,1.0,0.75,0.0,0.0,0.01,0.006666666666666667,0.004,0.005
channel_gte,27,0.6666666666666666,0.2387511478420569,0.0,0.04,0.02,0.03666666666666667,0.048,0.055
channel_gte,28,0.8,0.8,0.0,0.0,0.0,0.006666666666666667,0.004,0.008
channel_gte,29,0.3333333333333333,0.25,0.0,0.0,0.0,0.0033333333333333335,0.002,0.003
channel_gte,30,0.9,0.9,0.0,0.0,0.0,0.006666666666666667,0.006,0.009
channel_gte,31,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,0.004,0.004
channel_gte,32,0.9,0.9,0.0,0.0,0.0,0.0033333333333333335,0.002,0.009
channel_gte,33,0.25,0.1875,0.0,0.0,0.0,0.0,0.0,0.002
channel_gte,34,0.7142857142857143,0.5395918367346936,0.0,0.0,0.03,0.03,0.032,0.047
channel_gte,35,0.8,0.8,0.0,0.0,0.0,0.01,0.008,0.008
channel_gte,36,1.0,0.7777777777777778,0.0,0.0,0.01,0.006666666666666667,0.01,0.007
channel_gte,37,0.8571428571428571,0.5714285714285715,0.0,0.02,0.02,0.02,0.014,0.009
channel_gte,38,0.75,0.6875,0.0,0.0,0.0,0.0,0.002,0.004
channel_gte,39,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.008
channel_gte,40,1.0,0.3333333333333333,0.0,0.0,0.0,0.013333333333333334,0.01,0.007
channel_gte,41,0.8,0.2,0.0,0.02,0.01,0.01,0.01,0.009
channel_gte,42,0.875,0.875,0.0,0.02,0.01,0.01,0.01,0.008
channel_gte,43,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.003
channel_gte,44,0.7,0.7,0.0,0.0,0.0,0.006666666666666667,0.01,0.007
channel_gte,45,1.0,0.75,0.0,0.0,0.0,0.0033333333333333335,0.002,0.009
channel_gte,46,1.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.01
channel_gte,47,1.0,1.0,0.0,0.0,0.0,0.0033333333333333335,0.004,0.01
channel_gte,48,0.75,0.0,0.0,0.0,0.01,0.016666666666666666,0.014,0.009
channel_gte,49,1.0,0.625,0.0,0.0,0.0,0.0033333333333333335,0.008,0.01
channel_gte,50,1.0,0.5833333333333334,0.0,0.0,0.01,0.013333333333333334,0.01,0.009
channel_gte,51,1.0,0.5,0.0,0.0,0.0,0.0033333333333333335,0.006,0.008
channel_gte,52,0.7777777777777778,0.6666666666666666,0.0,0.0,0.0,0.0,0.002,0.008
channel_gte,53,1.0,1.0,0.0,0.0,0.0,0.0,0.004,0.01
channel_gte,54,1.0,1.0,0.0,0.0,0.0,0.0033333333333333335,0.006,0.01
channel_gte,55,0.75,0.4375,0.0,0.0,0.0,0.0,0.002,0.007
channel_gte,56,0.7843137254901961,0.3436532507739939,0.3,0.06,0.05,0.06333333333333334,0.066,0.054
channel_gte,57,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.007
channel_gte,58,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.005
channel_gte,59,1.0,1.0,0.0,0.0,0.01,0.006666666666666667,0.01,0.009
channel_gte,60,0.7,0.7,0.0,0.0,0.0,0.0,0.006,0.007
channel_gte,61,,,0.0,0.0,0.0,0.0,0.0,0.001
channel_gte,62,0.875,0.75,0.0,0.0,0.0,0.0,0.006,0.009
channel_gte,63,0.8,0.76,0.0,0.0,0.0,0.0,0.008,0.005
channel_gte,64,1.0,1.0,0.0,0.0,0.0,0.0,0.002,0.008
channel_gte,65,1.0,0.8571428571428573,0.0,0.0,0.01,0.0033333333333333335,0.008,0.009
channel_gte,66,0.6363636363636364,0.41818181818181827,0.1,0.02,0.01,0.013333333333333334,0.024,0.044
channel_gte,67,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.002
channel_gte,68,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,0.002,0.004
channel_gte,69,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.006
channel_gte,70,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.002
channel_gte,71,0.7142857142857143,0.42857142857142866,0.0,0.0,0.0,0.0033333333333333335,0.006,0.007
channel_gte,72,0.4864864864864865,0.4054054054054054,0.0,0.02,0.02,0.02,0.026,0.03
channel_gte,73,,,0.0,0.0,0.01,0.0033333333333333335,0.018,0.009
channel_gte,74,0.8888888888888888,0.7777777777777778,0.0,0.0,0.02,0.01,0.008,0.009
channel_gte,75,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.006
channel_gte,76,1.0,0.8400000000000001,0.0,0.0,0.0,0.0,0.0,0.01
channel_gte,77,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.001
channel_gte,78,0.7,0.7,0.0,0.0,0.0,0.0033333333333333335,0.004,0.007
channel_gte,79,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.004
channel_gte,80,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01
channel_gte,81,1.0,1.0,0.0,0.0,0.0,0.006666666666666667,0.01,0.01
channel_gte,82,0.8709677419354839,0.8407258064516129,0.2,0.04,0.03,0.03666666666666667,0.044,0.057
channel_gte,83,0.8888888888888888,0.8888888888888888,0.0,0.0,0.01,0.0033333333333333335,0.002,0.008
channel_gte,84,1.0,1.0,0.0,0.0,0.0,0.01,0.006,0.01
channel_gte,85,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.009
channel_gte,86,1.0,0.75,0.0,0.0,0.0,0.006666666666666667,0.014,0.008
channel_gte,87,0.7,0.7,0.0,0.0,0.0,0.0033333333333333335,0.002,0.007
channel_gte,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channel_gte,89,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.009
channel_gte,90,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.001
channel_gte,91,0.375,0.31510416666666663,0.0,0.0,0.0,0.013333333333333334,0.016,0.026
channel_gte,92,0.5714285714285714,0.5102040816326532,0.0,0.0,0.0,0.006666666666666667,0.012,0.038
channel_gte,93,0.625,0.5,0.0,0.0,0.0,0.0,0.002,0.007
channel_gte,94,1.0,0.875,0.0,0.0,0.0,0.0033333333333333335,0.004,0.006
channel_gte,95,,,0.0,0.02,0.01,0.0033333333333333335,0.004,0.006
channel_gte,96,1.0,1.0,0.0,0.0,0.01,0.0033333333333333335,0.004,0.007
channel_gte,97,0.875,0.4375,0.0,0.0,0.0,0.0,0.004,0.008
channel_gte,98,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.003
channel_gte,99,0.5714285714285714,0.30158730158730157,0.0,0.0,0.01,0.023333333333333334,0.032,0.039
channel_gte,100,0.7777777777777778,0.3333333333333333,0.0,0.0,0.0,0.0,0.002,0.008
channel_gte,101,0.9767441860465116,0.6692506459948321,0.1,0.12,0.1,0.08333333333333333,0.076,0.059
channel_linq,1,0.6301369863013698,0.6169457128361234,0.1,0.12,0.14,0.10666666666666667,0.076,0.049
channel_linq,2,0.9076923076923077,0.683870967741936,0.4,0.34,0.19,0.11,0.114,0.082
channel_linq,3,1.0,0.16326530612244897,0.6,0.44,0.29,0.13,0.102,0.063
channel_linq,4,0.9634146341463414,0.7907573812580223,0.6,0.32,0.31,0.19333333333333333,0.142,0.094
channel_linq,5,0.9058823529411765,0.8890756302521011,0.6,0.42,0.3,0.2,0.136,0.08
channel_linq,6,0.25,0.1875,0.0,0.0,0.0,0.0,0.0,0.004
channel_linq,7,0.5,0.5,0.1,0.02,0.01,0.006666666666666667,0.004,0.003
channel_linq,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003
channel_linq,9,0.5,0.375,0.0,0.0,0.0,0.006666666666666667,0.006,0.005
channel_linq,10,0.5,0.5,0.0,0.0,0.0,0.01,0.008,0.004
channel_linq,11,0.9696969696969697,0.8402203856749308,0.1,0.14,0.14,0.09,0.082,0.053
channel_linq,12,1.0,0.4970414201183432,0.0,0.0,0.0,0.03333333333333333,0.054,0.056
channel_linq,13,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.002,0.003
channel_linq,14,0.8478260869565217,0.6739130434782605,0.0,0.0,0.0,0.006666666666666667,0.032,0.051
channel_linq,15,0.631578947368421,0.5789473684210527,0.0,0.0,0.0,0.0033333333333333335,0.012,0.032
channel_linq,16,0.8,0.8,0.0,0.0,0.0,0.0,0.006,0.008
channel_linq,17,0.5,0.5,0.0,0.0,0.0,0.0,0.002,0.005
channel_linq,18,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.0033333333333333335,0.004,0.005
channel_linq,19,0.8571428571428571,0.761904761904762,0.1,0.04,0.02,0.013333333333333334,0.012,0.007
channel_linq,20,0.75,0.75,0.0,0.0,0.0,0.0033333333333333335,0.004,0.003
channel_linq,21,0.2,0.2,0.0,0.0,0.0,0.0,0.002,0.002
channel_linq,22,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.006
channel_linq,23,0.75,0.75,0.0,0.0,0.0,0.0,0.006,0.006
channel_linq,24,1.0,0.0,0.0,0.0,0.0,0.0,0.004,0.008
channel_linq,25,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,0.002,0.004
channel_linq,26,1.0,0.75,0.0,0.0,0.0,0.01,0.006,0.006
channel_linq,27,0.7272727272727273,0.4894398530762166,0.0,0.0,0.0,0.006666666666666667,0.034,0.047
channel_linq,28,0.9,0.9,0.0,0.0,0.0,0.0,0.004,0.009
channel_linq,29,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.002,0.002
channel_linq,30,0.8,0.8,0.0,0.0,0.0,0.006666666666666667,0.01,0.008
channel_linq,31,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.01,0.006,0.006
channel_linq,32,0.9,0.9,0.0,0.0,0.0,0.0,0.002,0.009
channel_linq,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
channel_linq,34,0.8285714285714286,0.6326530612244898,0.0,0.0,0.01,0.006666666666666667,0.024,0.053
channel_linq,35,0.9,0.9,0.0,0.0,0.0,0.0,0.002,0.009
channel_linq,36,1.0,0.888888888888889,0.0,0.0,0.0,0.006666666666666667,0.004,0.004
channel_linq,37,0.8571428571428571,0.6666666666666666,0.0,0.04,0.02,0.006666666666666667,0.01,0.009
channel_linq,38,1.0,0.75,0.0,0.0,0.0,0.0033333333333333335,0.002,0.006
channel_linq,39,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.004
channel_linq,40,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0033333333333333335,0.006,0.005
channel_linq,41,1.0,0.5199999999999999,0.0,0.0,0.0,0.0033333333333333335,0.002,0.008
channel_linq,42,0.875,0.5625,0.0,0.0,0.01,0.006666666666666667,0.006,0.008
channel_linq,43,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.002,0.002
channel_linq,44,1.0,1.0,0.0,0.0,0.0,0.0,0.004,0.01
channel_linq,45,1.0,0.6875,0.0,0.0,0.0,0.0033333333333333335,0.01,0.009
channel_linq,46,0.875,0.625,0.0,0.0,0.0,0.0,0.0,0.009
channel_linq,47,1.0,1.0,0.0,0.0,0.0,0.0,0.002,0.01
channel_linq,48,0.5,0.0625,0.0,0.0,0.0,0.006666666666666667,0.012,0.008
channel_linq,49,1.0,0.5,0.0,0.0,0.0,0.0033333333333333335,0.008,0.01
channel_linq,50,1.0,0.625,0.0,0.0,0.0,0.006666666666666667,0.01,0.009
channel_linq,51,1.0,0.25,0.0,0.0,0.01,0.0033333333333333335,0.006,0.007
channel_linq,52,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.004,0.006
channel_linq,53,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01
channel_linq,54,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.008
channel_linq,55,0.875,0.6875,0.0,0.0,0.0,0.006666666666666667,0.006,0.009
channel_linq,56,0.8627450980392157,0.6697626418988648,0.0,0.0,0.0,0.03666666666666667,0.05,0.055
channel_linq,57,0.5,0.5,0.0,0.0,0.0,0.0,0.004,0.005
channel_linq,58,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,0.004,0.004
channel_linq,59,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0033333333333333335,0.006,0.008
channel_linq,60,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01
channel_linq,61,,,0.0,0.0,0.0,0.0,0.0,0.001
channel_linq,62,1.0,0.6875,0.0,0.0,0.0,0.0,0.006,0.009
channel_linq,63,0.8,0.72,0.0,0.0,0.0,0.0033333333333333335,0.004,0.005
channel_linq,64,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.006
channel_linq,65,0.7142857142857143,0.523809523809524,0.0,0.0,0.0,0.0,0.006,0.007
channel_linq,66,0.23636363636363636,0.23515151515151517,0.0,0.0,0.01,0.006666666666666667,0.014,0.016
channel_linq,67,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.003
channel_linq,68,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,0.004,0.004
channel_linq,69,1.0,1.0,0.0,0.0,0.01,0.01,0.01,0.009
channel_linq,70,0.7,0.7,0.0,0.0,0.0,0.0,0.002,0.007
channel_linq,71,0.5714285714285714,0.5238095238095238,0.0,0.0,0.0,0.0,0.006,0.007
channel_linq,72,0.05405405405405406,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.004
channel_linq,73,,,0.0,0.0,0.01,0.0033333333333333335,0.004,0.002
channel_linq,74,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,0.0,0.01,0.008
channel_linq,75,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.002
channel_linq,76,1.0,0.68,0.0,0.0,0.0,0.0,0.0,0.007
channel_linq,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channel_linq,78,0.8,0.8,0.0,0.0,0.0,0.0,0.002,0.008
channel_linq,79,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.005
channel_linq,80,1.0,1.0,0.0,0.0,0.0,0.0,0.004,0.01
channel_linq,81,0.9,0.9,0.0,0.0,0.0,0.006666666666666667,0.012,0.009
channel_linq,82,0.8548387096774194,0.6491935483870968,0.0,0.0,0.0,0.02,0.038,0.06
channel_linq,83,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.008
channel_linq,84,1.0,1.0,0.0,0.0,0.0,0.01,0.006,0.01
channel_linq,85,1.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.002,0.01
channel_linq,86,1.0,1.0,0.0,0.0,0.0,0.006666666666666667,0.016,0.008
channel_linq,87,0.8,0.8,0.0,0.0,0.0,0.0,0.006,0.008
channel_linq,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
channel_linq,89,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.009
channel_linq,90,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.001
channel_linq,91,0.640625,0.35156249999999967,0.0,0.0,0.01,0.0033333333333333335,0.012,0.045
channel_linq,92,0.42857142857142855,0.38548752834467137,0.0,0.0,0.0,0.0033333333333333335,0.002,0.029
channel_linq,93,1.0,0.3125,0.0,0.0,0.0,0.0,0.002,0.01
channel_linq,94,0.75,0.75,0.0,0.0,0.0,0.0033333333333333335,0.006,0.007
channel_linq,95,,,0.0,0.0,0.0,0.0033333333333333335,0.004,0.003
