query_id,domain,score_minilm,score_linq,score_gte,score_bm25,invrank_minilm,invrank_linq,invrank_gte,invrank_bm25,reranker_score,n_channels,label,score_logreg,score_gbdt,silver_prob_relevant,silver_label,tier,uncertainty,name,country,state,district,municipality,organization_type,organization_size,summary,summary_keywords,nace_code,query
35,snowbridgellc.com,0.0,0.4972255528,0.8773558736,9.5825532766,0.0002,0.0011481056,0.0035842294,0.0012738854000000001,1.8842622042000001,3,0,0.8314647033,0.8731197317,0.4981460574,0,silver,0.0018539425999999914,Snowbridge Advisors,United States,Delaware,,,Company,Small (10-49),"Snowbridge Advisors is an independent placement and advisory firm that assists private equity fund managers, independent sponsors, and companies worldwide. They offer services including pre-launch advisory, fundraising, and liquidity solutions, focusing on sharpening client branding and optimizing investor interactions. The firm emphasizes a service-intensive approach, with partners averaging over 20 years of experience leading each engagement.","['private equity', 'fundraising', 'advisory services', 'placement agent', 'liquidity solutions', 'independent sponsors', 'financial sponsors', 'investment banking', 'capital raising', 'investor relations']",NACE L: Financial and insurance activities,private equity firms
9,jazzit.com,0.9019597173,0.5235213041,0.0,0.0,0.0021834061,0.0011013216000000001,0.0002,0.0002,-8.2046871185,2,0,0.2383453314,0.256199126,0.4981346331,0,silver,0.0018653668999999984,Caseware,Canada,Alberta,Calgary,,Company,Large enterprise (250+),"Caseware is a global software company that provides advanced solutions for accounting firms, corporations, and government entities. Their offerings include cloud-based platforms and specialized products for audit, tax, financial reporting, and practice management. Caseware aims to drive efficiency, insight, and consistency in professional services through innovative technology.","['Accounting Software', 'Audit Software', 'Tax Software', 'Financial Reporting', 'Practice Management', 'Cloud Solutions', 'Data Analytics', 'Compliance', 'Professional Services', 'Caseware Working Papers']","NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities",enterprise software vendors
9,odooyun.com,0.9009773135,0.5242726803000001,0.0,0.0,0.0022123894,0.0011210762,0.0002,0.0002,-8.2046871185,2,0,0.2383949937,0.256199126,0.4981346331,0,silver,0.0018653668999999984,Odoo,China,,,,Company,Large enterprise (250+),"Odoo is a popular open-source enterprise management suite that offers a comprehensive range of integrated business applications. It provides modules for CRM, sales, purchasing, inventory, manufacturing, quality management, HR, finance, and project management, aiming to streamline digital needs for businesses of all sizes. The platform is designed to be modular and scalable, allowing companies to adopt only the functionalities they require and expand as they grow.","['ERP', 'CRM', 'Business Management', 'Open Source', 'Software Suite', 'Inventory Management', 'Sales Management', 'Financial Management', 'Manufacturing', 'E-commerce']","NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities",enterprise software vendors
5,reliancecloud.co.za,0.0,0.5752307177,0.0,16.9031341908,0.0002,0.0023419204,0.0002,0.0172413793,2.120470047,2,1,0.6751576004000001,0.7025914217,0.4981054687,0,silver,0.001894531300000002,Reliancecloud,South Africa,Gauteng,City of Johannesburg,89,Company,Small (10-49),"Reliancecloud is an AWS Advanced Partner and a 100% Black Owned level 1 BEE company specializing in cloud-based solutions. They offer services such as cloud advisory, managed services, migration, storage, web and software development, and media services, with a particular focus on helping media and content companies transform their workflows on the AWS Cloud. Their expertise includes designing, architecting, building, migrating, and managing workloads, with a strong emphasis on Big Data, digital transformation, and enabling remote video production.","['Cloud Services', 'AWS Partner', 'Media Services', 'Big Data', 'Migration', 'Software Development', 'Cloud Advisory', 'Managed Services', 'Digital Transformation', 'DevOps']","NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities",companies providing cloud migration services
28,pixida.de,0.0,0.5451344252,0.0,7.7711327919,0.0002,0.0011481056,0.0002,0.0018083183,-8.2046871185,2,1,0.2032080317,0.2272286576,0.49807414180000004,0,silver,0.0019258581999999635,Pixida GmbH,Germany,Bayern,München,München,Company,Medium-sized (50-249),"Pixida is an innovative technology company that creates digital value by offering comprehensive interconnected digital solutions and professional services. They specialize in areas such as software engineering, product development, IoT, cloud transformation, data & analytics, industrial automation, and spatial computing. With a global presence across 16 international locations and a diverse team of experts, Pixida partners with businesses to transform product portfolios with cutting-edge technology and innovative business models.","['digital transformation', 'technology solutions', 'software engineering', 'product development', 'IoT', 'cloud transformation', 'data analytics', 'industrial automation', 'spatial computing', 'IT consulting']","NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities",digital transformation consultants
19,dobronom.by,0.8197996616000001,0.48093450070000004,0.8468500376,0.0,0.0067114094,0.0026525199,0.0018621974,0.0002,-0.44270339610000004,3,1,0.7800300668,0.9224216596,0.49804507610000004,0,silver,0.0019549238999999607,Dobronom,Belarus,,,,Company,Large enterprise (250+),"Dobronom is a retail company operating a chain of stores, primarily focused on grocery and household goods. The company emphasizes its own production, offers gift certificates, and provides various services to partners, carriers, and suppliers. It also highlights promotions and has a significant store network across Belarus.","['retail', 'grocery', 'supermarket', 'private label', 'promotions', 'Belarus', 'food retail', 'consumer goods', 'store network', 'e-commerce']",NACE G: Wholesale and retail trade,retail chains in Europe
92,nollmac.com,0.0,0.5563594699000001,0.8741049767,0.0,0.0002,0.0013793103,0.0012224939000000002,0.0002,1.8663220406,2,0,0.6689782951000001,0.4632526099,0.5019563215,1,silver,0.0019563215000000245,Nollenberger McCullough Investment Advisors,United States,California,,,Company,Micro (0-9),"Nollenberger McCullough is an SEC-registered investment advisory firm and fiduciary that provides investment management, wealth management, and retirement planning services. They focus on delivering strong investment performance with a high level of personal service, aiming to outperform markets over a four-year cycle while taking less risk. The firm serves high-net-worth individuals, family offices, institutions, foundations, and retirement accounts.","['Investment Management', 'Wealth Management', 'Retirement Planning', 'Fiduciary', 'RIA', 'Equities', 'Fixed Income', 'Financial Advisory', 'Asset Management', 'Investment Performance']",NACE L: Financial and insurance activities,wealth management firms
57,otxmobilidade.com.br,0.0,0.5572088957,0.8743752837000001,0.0,0.0002,0.0021505376,0.0011223345,0.0002,1.9725776911000001,2,1,0.6613120083,0.4440798494,0.5019563215,1,silver,0.0019563215000000245,OTX,Brazil,São Paulo,,,Company,Small (10-49),"OTX is a company specializing in professional passenger transportation services, including chartering, transfers, taxi services, and tourism. They focus on intelligent mapping solutions and cost reduction for businesses of all sizes. OTX offers personalized transport solutions using vans, minivans, and cars (luxury and executive) to meet corporate needs, emphasizing safety, efficiency, and customer satisfaction.","['passenger transportation', 'corporate transport', 'fretamento', 'transfer', 'taxi', 'tourism', 'cost reduction', 'logistics management', 'employee transport', 'intelligent mapping']",NACE H: Transportation and storage,transportation companies
81,infrarot-qualitative.de,0.9241537452,0.5686986446,0.8766918182000001,13.8220439654,0.0023584906,0.0019493177000000001,0.0018484288,0.0555555556,4.745402813,4,1,0.9709144776,0.9886370279000001,0.5019625707,1,silver,0.0019625707000000547,infrarōt marketing research,Germany,Hamburg,Hamburg,Hamburg,Company,Micro (0-9),"infrarōt marketing research is a boutique, full-service market research and consulting company offering tailor-made, innovative solutions. They specialize in qualitative insight, brand, product, and communication research, utilizing advanced and digital methods to provide deeper understanding and actionable results. The company aims to deliver higher quality, service, and thinking than larger firms by being faster and more efficient, combining international expertise with strategic depth.","['market research', 'qualitative research', 'consulting', 'brand research', 'product research', 'communication research', 'innovative methods', 'digital research', 'consumer insights', 'strategic thinking']","NACE N: Professional, scientific and technical activities",market research firms
37,precisacorretora.com.br,0.9410225153,0.4963955581,0.8701965809000001,0.0,0.0021097046,0.0011223345,0.0034722222,0.0002,-0.15995422010000002,3,1,0.8105013106000001,0.8306440962,0.49801873300000005,0,silver,0.0019812669999999533,Precisa Corretora de Seguros,Brazil,,,,Company,Small (10-49),"Precisa Corretora de Seguros is an insurance brokerage firm established in 2006, focused on providing a wide range of insurance solutions for individuals and businesses. They offer services including personal accident, auto, residential, travel, life, and corporate insurance, as well as consortiums and financial planning. The company emphasizes transparency and ethics in its client relationships, aiming to protect clients' assets and families.","['insurance brokerage', 'personal insurance', 'corporate insurance', 'auto insurance', 'life insurance', 'travel insurance', 'consortiums', 'financial planning', 'risk management', 'insurance solutions']",NACE L: Financial and insurance activities,insurance companies
15,lksgroupinc.com,0.8061531782,0.5522227883,0.8863136768000001,12.1541197506,0.0015649452000000002,0.0016286645,0.0049019608,0.0012771392000000001,1.3439812660000001,4,1,0.9406381569000001,0.9488296539000001,0.49801564190000003,0,silver,0.001984358099999972,LKS Group Inc.,United States,New Jersey,,,Company,Small (10-49),"LKS Group Inc. is a logistics and transportation company founded in 2019 with a mission to revolutionize freight movement. They offer trucking services, focusing on speed, safety, and precision in delivering goods. The company also has an investment division providing opportunities in the transportation sector and a program for truck owners to generate revenue while LKS manages their power units. Their core objective is to build the most effective transportation network in North America.","['Logistics', 'Transportation', 'Trucking', 'Freight', 'Supply Chain', 'Investment', 'Fleet Management', 'Safety', 'North America', 'Delivery']",NACE H: Transportation and storage,logistics companies in the US
82,rk-pr.co.uk,0.9868351221,0.5395710468,0.8707787991,13.1043578933,0.0025188917,0.0015797788,0.0016806723000000001,0.0050251256,1.3907829523,4,1,0.9484764643,0.9548543225,0.5020031179000001,1,silver,0.002003117900000073,RK PR - Reetu Kabra Public Relations,United Kingdom,England,Haringey,Harringay,Company,Micro (0-9),"RK PR is a public relations consultancy specializing in personal, corporate, and unit publicity for the entertainment industry. They build media profiles through creative communications, connecting projects with traditional press, digital media, social networks, and events. The firm is committed to providing innovative and tailored public relations strategies for each client.","['public relations', 'entertainment industry', 'media profile', 'communications', 'digital media', 'social networks', 'events', 'PR strategy', 'consultancy', 'publicity']","NACE N: Professional, scientific and technical activities",public relations agencies
21,manufacturingretailgroup.com.au,0.8649199009,0.5633664131,0.0,0.0,0.0022727273,0.0026666667,0.0002,0.0002,-8.2046871185,2,1,0.2484487203,0.3268318488,0.4979776607,0,silver,0.002022339300000009,Manufacturing Retail Group,Australia,,,,Company,Micro (0-9),"Manufacturing Retail Group is a private marketing agency specializing in developing tailored strategies for manufacturing companies to enhance their market presence and drive growth. They focus on bridging the gap between manufacturers and their target customers by leveraging innovative tools and data-driven approaches. The agency emphasizes integrity, transparency, and delivering tangible, results-oriented outcomes for their clients.","['marketing agency', 'manufacturing', 'business growth', 'specialized strategies', 'customer acquisition', 'brand development', 'data-driven marketing', 'innovation', 'results-driven', 'B2B marketing']","NACE N: Professional, scientific and technical activities",marketing agencies
61,psinvestments.com,0.9528926015,0.0,0.8715096116000001,0.0,0.0020325203,0.0002,0.0013262599,0.0002,-8.2046871185,2,0,0.29018069420000003,0.30351590840000003,0.502044095,1,silver,0.0020440950000000235,P&S Investments,United States,North Carolina,,,Company,Micro (0-9),"P&S Investments provides innovative, high-quality, and high-value logistics solutions to enhance customer competitiveness. Their mission focuses on serving customers, treating employees with respect as part of a family, and delivering a required return on invested capital. The company also facilitates access to Machine-Readable Files through UnitedHealthcare, UMR, and HealthSCOPE benefits.","['logistics solutions', 'customer service', 'employee relations', 'investor relations', 'supply chain', 'transportation', 'warehousing', 'distribution', 'freight', 'business services']",NACE H: Transportation and storage,warehousing companies
36,cornerstonecapital.com.au,0.9233332872000001,0.5141646266000001,0.8563868403,0.0,0.003649635,0.0067567568,0.0026246719,0.0002,0.540507555,3,1,0.8336884105,0.9362704299000001,0.4979438859,0,silver,0.002056114100000006,Cornerstone Capital,Australia,,,,Company,Small (10-49),"Cornerstone Capital is an investment banking firm established in 2009, specializing in advisory and financing services for the energy, utility, infrastructure, and resources sectors. They offer tailored independent advice, including project & structured finance, corporate finance, mergers & acquisitions, and commercial & strategic advisory. The firm emphasizes close client relationships and aims to deliver optimal commercial and financial outcomes, leveraging the extensive experience of its team.","['investment banking', 'energy', 'utilities', 'infrastructure', 'resources', 'project finance', 'corporate finance', 'M&A', 'advisory services', 'capital markets']",NACE L: Financial and insurance activities,investment banks
98,blukhet.com,0.0,0.5701485872000001,0.0,8.6063563429,0.0002,0.0016051364,0.0002,0.0013513514000000001,2.0072951317,2,0,0.5977672824,0.5659889113000001,0.5020588745,1,silver,0.002058874499999974,BluKhet Private Limited,India,,,,Startup,Small (10-49),"BluKhet Private Limited is an agri-tech startup focused on transforming wastelands into productive agricultural areas using hydroponic farming techniques. They offer a comprehensive solution for designing, constructing, operating, and generating revenue from hydroponic farms, emphasizing water efficiency, reduced chemical usage, and automated systems. The company also provides hydroponic animal feed solutions, positioning itself as an innovator in sustainable and efficient agriculture.","['Hydroponics', 'Agri-tech', 'Soil-less farming', 'Wasteland utilization', 'Sustainable agriculture', 'Automated farming', 'Water efficiency', 'Animal feed', 'Crop production', 'Startup']","NACE N: Professional, scientific and technical activities",sustainable agriculture companies
28,coppeipartners.com,0.8402055502,0.5657447577,0.8585746884000001,0.0,0.0027777778,0.0016583748,0.0014858841,0.0002,-8.2046871185,3,1,0.5323634150000001,0.465890448,0.5020651167,1,silver,0.0020651166999999804,Exadel,United States,Washington,,,Company,Large enterprise (250+),"Exadel is a global provider of digital engineering services, specializing in technology consulting, AI & data management, digital experience, and digital product development. They serve various industries including Telecom, Retail, Financial Services, Software & High Tech, Healthcare, and Private Equity. Exadel aims to help businesses achieve digital leadership through continuous innovation, accelerated change, and expert proficiency in technology solutions.","['Digital Transformation', 'Technology Consulting', 'AI & Data Management', 'Digital Experience', 'Digital Products', 'Software Engineering', 'Managed Services', 'Industry Solutions', 'Innovation', 'Agility']","NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities",digital transformation consultants
89,bytesbuilder.com,0.8831894994,0.5647600293,0.8611755967,0.0,0.0015290520000000001,0.0012062726,0.0010604454,0.0002,-8.2046871185,3,1,0.5396678138000001,0.3593190892,0.5020770082,1,silver,0.002077008200000008,BytesBuilder,Malaysia,Kuala Lumpur,,,Company,Small (10-49),"BytesBuilder offers innovative and simplified payroll solutions, specializing in payroll management, outsourcing, and online services. They focus on providing flexible, affordable, and reliable systems tailored to unique business needs. Additionally, they offer FingerTec access and time devices to enhance workplace security and management.","['Payroll Solutions', 'Payroll Outsourcing', 'Online Payroll', 'Payroll System', 'Time Devices', 'Business Solutions', 'HR Technology', 'FingerTec', 'Payroll Management', 'Innovation']","NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities",payroll processing companies
65,busware.com,0.8615890741000001,0.5722129941,0.864182353,8.7062631095,0.0014285714000000001,0.0016420361,0.0023310023,0.0021186441000000003,1.5172424316000002,4,1,0.9353088992,0.8681913733000001,0.49791939300000004,0,silver,0.0020806069999999566,Busware. Inc.,United States,New Jersey,,,Company,Micro (0-9),"Busware Inc. offers 'Company Manager' software, a flagship custom product designed to help small business owners manage their operations. The software is tailored to individual businesses and includes modules for sales, point of sale, purchasing, inventory management, and service/job management. It aims to increase business productivity by streamlining workflows and measuring employee efficiency.","['business management software', 'custom software', 'small business', 'inventory management', 'point of sale', 'sales automation', 'productivity tools', 'workflow streamlining', 'business operations', 'software development']","NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities",inventory management software
9,aspt.com.hk,0.9542154074,0.0,0.8641068935,0.0,0.0010449321,0.0002,0.0017889088000000001,0.0002,-1.5802810192,2,0,0.5475776294,0.4887381323,0.5020909022,1,silver,0.0020909021999999666,Aspiring Technologies,United Kingdom,England,Northampton,St James,Company,Micro (0-9),"Aspiring Technologies offers professional ERP (Enterprise Resource Planning) services across multiple platforms including Apple iPad/Mac and Microsoft Windows PC/tablets, as well as Android tablets. They specialize in cloud-based ERP solutions with advantages like fixed monthly fees, fast implementation, and no upfront investment. Their software is tailored for various industries such as fashion, apparel, footwear, furniture, and jewelry.","['ERP systems', 'Cloud ERP', 'Fashion ERP', 'Apparel ERP', 'Software solutions', 'Mobile apps', 'e-Business', 'Implementation', 'Technology services', 'Business software']","NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities",enterprise software vendors
48,mtaparma.it,0.9477564692,0.0,0.86819911,0.0,0.0010214505,0.0002,0.0018416206,0.0002,-1.7413771152000002,2,0,0.5403239910000001,0.4553621364,0.5020909022,1,silver,0.0020909021999999666,M.T.A. s.r.l.,Italy,Emilia-Romagna,Sala Baganza,,Company,Small (10-49),"M.T.A. s.r.l. specializes in providing customized ingredient solutions and technical support for the meat processing industry. They offer a range of products including flavorings, functional blends, and semi-finished products for cooked and cured meats, focusing on allergen-free, GMO-free, and clean label formulations. The company leverages its pilot plant and laboratory facilities for research and development to meet specific client needs and market trends, ensuring high-quality, traceable raw materials and efficient logistics.","['Meat processing', 'Ingredient solutions', 'Flavorings', 'Functional blends', 'Research and development', 'Allergen-free', 'GMO-free', 'Clean label', 'Pilot plant', 'Food industry']",NACE C: Manufacturing,food processing companies
36,hhicllc.com,1.025464654,0.4795592427,0.8502324224000001,0.0,0.001017294,0.0016949153,0.001490313,0.0002,-3.0179319382,3,1,0.7366817854000001,0.7687550289,0.4979024608,0,silver,0.002097539199999998,HH Investment Capital LLC,United States,Kansas,,,Company,Micro (0-9),"HH Investment Capital LLC is a global investment capital resource dedicated to assisting clients with their financial goals and business development. The company operates across multiple industries including financial services, industrial and business services, media and technology, and real estate. They aim to be a premier partner in building businesses and achieving financial success.","['investment capital', 'financial services', 'business development', 'global resource', 'financial goals', 'industrial services', 'media', 'technology', 'real estate', 'partnerships']",NACE L: Financial and insurance activities,investment banks
35,pleasantbaycp.com,0.8979909420000001,0.5260173082,0.881116271,9.513902291099999,0.0024509804,0.0019342360000000002,0.00625,0.0011560694,2.9131393433,4,1,0.9503903994,0.981663822,0.5021162527,1,silver,0.002116252700000043,Pleasant Bay Capital Partners,United States,Massachusetts,,,Company,Small (10-49),"Pleasant Bay Capital Partners is a private equity firm specializing in investments in lower-middle market companies. They partner with management teams and co-investors to enhance long-term value, offering flexible investment strategies across various industries with particular expertise in Healthcare, Technology, and Business Services. The firm utilizes its network to make strategic introductions, accelerate growth, and improve profitability for its portfolio companies.","['private equity', 'investment', 'lower-middle market', 'healthcare', 'technology', 'business services', 'growth acceleration', 'portfolio management', 'co-investment', 'financing structures']",NACE L: Financial and insurance activities,private equity firms
86,pinakos.com,0.9469739795000001,0.5807492137,0.8597146869000001,0.0,0.0014409222000000001,0.0030395137,0.0015600624,0.0002,-3.0277373791,3,1,0.7430301988,0.7693525624,0.5021244121,1,silver,0.0021244121000000282,pinacos,Germany,Bayern,Neumarkt-Sankt Veit,Neumarkt-Sankt Veit,Company,Micro (0-9),"Pinacos offers an all-in-one digital application designed for law firms, particularly patent and law offices. It aims to streamline operations by providing a centralized platform for case management, communication, and document handling, enabling simultaneous work and a paperless environment. The solution emphasizes clarity, speed, security, and integrates AI assistance for intelligent, datasafe teamwork and remote work.","['law firm software', 'patent law', 'legal tech', 'AI assistant', 'digital transformation', 'case management', 'paperless office', 'teamwork', 'home office', 'data security']","NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities",legal technology companies
36,aibank.com,0.8610380292,0.0,0.8573116064,0.0,0.011111111100000001,0.0002,0.0028901734,0.0002,-8.2046871185,2,0,0.30136153600000004,0.6254616037,0.5021432603,1,silver,0.002143260300000005,中信百信银行股份有限公司 (CITIC aiBank Corporation Limited),China,,,,Company,Large enterprise (250+),"CITIC aiBank Corporation Limited, also known as aiBank, is a digital bank focused on providing inclusive financial services. It offers a range of products including wealth management, consumer finance, industrial digital finance, bill financing, and corporate banking services. The bank leverages technology to serve individuals and small to medium-sized enterprises, aiming to be a trusted financial partner.","['digital banking', 'consumer finance', 'wealth management', 'SME finance', 'fintech', 'inclusive finance', 'corporate banking', 'bill financing', 'online lending', 'financial services']",NACE L: Financial and insurance activities,investment banks
36,pmnovesady.cz,0.8820292354,0.0,0.8569785357,0.0,0.0075757576,0.0002,0.0027932961000000003,0.0002,-8.2046871185,2,0,0.3008667638,0.5538399991,0.5021432603,1,silver,0.002143260300000005,Partners Banka,Czechia,Jihomoravský,,,Company,Large enterprise (250+),"Partners Banka is a financial services company that focuses on providing comprehensive financial advisory and banking services. They aim to help clients achieve a richer and freer life through personalized financial planning, market analysis, and long-term client support. The company emphasizes building lifelong partnerships with clients by offering tailored solutions and a wide range of financial products.","['financial services', 'financial advisory', 'banking', 'wealth management', 'personal finance', 'client partnerships', 'financial planning', 'mortgage', 'insurance', 'investment']",NACE L: Financial and insurance activities,investment banks
89,proactivepayrollservices.co.uk,0.7999764085000001,0.5872593522,0.8772696257,13.4468051544,0.0026315789,0.0015748031,0.001552795,0.0344827586,0.0367301702,4,1,0.9337095305,0.9401069643000001,0.4978430529,0,silver,0.002156947099999973,On time Payroll Solution,United Kingdom,England,West Lindsey,Gainsborough South-West,Company,Micro (0-9),"On time Payroll Solution provides accurate and timely payroll services exclusively for UK companies. They specialize in handling all aspects of payroll, including RTI submissions to HMRC and BACS payments to employees, with no setup fees. Their mission is to offer a simple, fast, and easy payroll solution tailored to specific client requirements.","['payroll services', 'UK payroll', 'RTI submissions', 'BACS payments', 'HMRC', 'outsourced payroll', 'payroll processing', 'small business payroll', 'employee payments', 'payroll solutions']","NACE N: Professional, scientific and technical activities",payroll processing companies
17,gtron.com,0.8729370832000001,0.5687360168,0.8595986962000001,4.8773570372,0.0015037594,0.0013227513000000002,0.0011547344,0.0010449321,-0.1761423945,4,1,0.9013123536000001,0.6969304815,0.502171267,1,silver,0.0021712670000000323,Gtron Solutions,United States,Ohio,,,Company,Micro (0-9),"Gtron Solutions offers professional cybersecurity services focused on protecting businesses from evolving digital threats. Their services include vulnerability management, online scanning for security gaps, and expert security consulting to enhance an organization's security posture. They aim to secure digital assets for their clients.","['cybersecurity', 'vulnerability management', 'online scanning', 'security consulting', 'digital assets', 'threat protection', 'business security', 'IT security', 'risk assessment', 'security services']","NACE N: Professional, scientific and technical activities",cybersecurity firms
99,landtechnik-schich.de,0.9678911567,0.0,0.0,0.0,0.0010857763,0.0002,0.0002,0.0002,-4.2884950638,1,0,0.19213785800000002,0.2082625796,0.5021837322,1,silver,0.0021837322000000103,LandTechnik Schich,Germany,Nordrhein-Westfalen,Dörentrup,Dörentrup,Company,Micro (0-9),"LandTechnik Schich is a company specializing in agricultural and harvesting technology. They offer a wide range of equipment for field and farm work, including tractors, combine harvesters, potato harvesters, balers, and sprayers. The company aims to provide comprehensive solutions for agricultural needs and welcomes visitors to their business premises.","['agricultural technology', 'harvesting technology', 'tractors', 'combine harvesters', 'farm equipment', 'machinery', 'sales', 'service', 'agriculture', 'farming']",NACE G: Wholesale and retail trade,vertical farming companies
99,eridanus.co.za,0.9682484269,0.0,0.0,0.0,0.0010787487,0.0002,0.0002,0.0002,-4.0725622177,1,0,0.19791141880000002,0.2426648181,0.5021837322,1,silver,0.0021837322000000103,Eridanus,South Africa,Western Cape,City of Cape Town,15.0,Company,Micro (0-9),"Eridanus is a niche investment company that focuses on sustainable agricultural businesses. They provide investment opportunities within the agri sector, aiming to build scale by investing in existing pipelines and acquiring equity stakes in agricultural entities. The company also emphasizes securing and growing the food supply industry through its investments.","['Sustainable Agriculture', 'Investment Company', 'Agri Sector', 'Food Supply', 'Equity Stake', 'Financial Services', 'Agricultural Investments', 'FSP', 'Niche Investment', 'Sustainable Business']",NACE L: Financial and insurance activities,vertical farming companies
99,topcentermaquinas.com.br,0.9691377878,0.0,0.0,0.0,0.0010672359,0.0002,0.0002,0.0002,-4.1290512085,1,0,0.1964892432,0.2360968001,0.5021837322,1,silver,0.0021837322000000103,Top Center Comércio de Máquinas LTDA,Brazil,Santa Catarina,Braço do Norte,,Company,Small (10-49),"Top Center Máquinas is a Brazilian company founded in 2016, specializing in agricultural machinery and agribusiness solutions. They offer a wide range of equipment for land preparation, planting, harvesting, and irrigation, along with parts and accessories. The company aims to support rural farmers with advanced technologies to enhance crop yields and contribute to global food production, also providing financing options and post-sales technical assistance.","['agricultural machinery', 'agribusiness', 'farm equipment', 'parts and accessories', 'financing', 'technical assistance', 'rural farmer support', 'irrigation', 'harvesting', 'soil preparation']",NACE G: Wholesale and retail trade,vertical farming companies
99,qleonline.com,0.9737411141000001,0.0,0.0,0.0,0.001019368,0.0002,0.0002,0.0002,-4.2296791077,1,0,0.194291881,0.1971855256,0.5021837322,1,silver,0.0021837322000000103,Quaker Lane Enterprises,United States,Virginia,,,Company,Micro (0-9),"Quaker Lane Enterprises (QLE) is a seed and technology company operating in North Central and Central Illinois. They specialize in providing seeds and production agriculture expertise, with representatives who are also farmers. QLE aims to offer solutions that are best suited for individual farms, leveraging their deep experience in both the seed business and farming.","['seed company', 'agricultural technology', 'production agriculture', 'Illinois farmers', 'farm solutions', 'seed sales', 'agribusiness', 'crop science', 'yield optimization', 'farming expertise']","NACE A: Agriculture, forestry and fishing",vertical farming companies
99,agrihandler.pl,0.9623544216000001,0.0,0.0,0.0,0.0011428571,0.0002,0.0002,0.0002,-4.3920645714,1,0,0.1888661767,0.2107529017,0.5021837322,1,silver,0.0021837322000000103,Agrihandler,Poland,Kujawsko-Pomorskie,Toruń,,Company,Small (10-49),"Agrihandler is a company specializing in the sale and rental of new and used agricultural machinery. They offer a wide range of equipment from various manufacturers, including tractors, harvesters, spreaders, and autonomous robots for farming and forestry. The company also provides service, parts, and financing options, positioning itself as a comprehensive technology provider for modern agriculture.","['agricultural machinery', 'farming equipment', 'robotics', 'autonomous tractors', 'manure spreaders', 'harvesters', 'forestry equipment', 'machinery rental', 'agricultural technology', 'farm solutions']",NACE G: Wholesale and retail trade,vertical farming companies
37,m9seguros.com.br,0.9056888223,0.5004302263,0.8652891517,0.0,0.0035211268,0.001216545,0.0020533881,0.0002,-0.1461262107,3,1,0.8081452623000001,0.8326937978000001,0.5022144281,1,silver,0.0022144281000000543,M9 Corretora de Seguros,Brazil,Mato Grosso do Sul,Regiao Urbana do Centro,,Company,Micro (0-9),"M9 Corretora de Seguros is an insurance brokerage firm offering a wide range of insurance products including auto, motorcycle, home, life, and travel insurance, as well as consortium services. They emphasize a fully digital process from quotation to signing, providing personalized service and 24-hour support for assistance and claims. The company aims to help clients find ideal insurance policies and compare prices from major insurers with exclusive benefits.","['insurance brokerage', 'auto insurance', 'home insurance', 'life insurance', 'travel insurance', 'consortium', 'digital insurance', 'claims support', 'insurance comparison', 'financial services']",NACE L: Financial and insurance activities,insurance companies
9,provit.nl,0.9163750410000001,0.0,0.0,5.26529164,0.0017953321,0.0002,0.0002,0.0011248594,-8.2046871185,2,0,0.1917869753,0.25439996200000004,0.5022376594,1,silver,0.0022376593999999805,Provit B.V.,Netherlands,Groningen,,,Company,Small (10-49),"Provit B.V. is a Dutch software development company established in 2000, specializing in affordable and flexible software solutions for businesses. They create standalone or networked MS-Windows software, including cloud-based options, tailored to individual clients or specific market segments. Provit offers support, consultation, and integration with external applications, with a focus on structuring business processes.","['software solutions', 'business software', 'custom software', 'cloud software', 'MS-Windows', 'software development', 'IT services', 'consulting', 'automation', 'enterprise software']","NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities",enterprise software vendors
57,stanleyshuttle.com,0.9290304184,0.0,0.0,4.7708103934,0.0019120459000000001,0.0002,0.0002,0.0013020833,-8.2046871185,2,1,0.1884903256,0.1145522415,0.5022376594,1,silver,0.0022376593999999805,Stanley Superior Shuttle,United States,Texas,,,Company,Micro (0-9),"Stanley Superior Shuttle was a company providing transportation services, primarily for children to and from school. The company has announced its closure due to rising operational costs, including insurance, fuel, and repairs. They emphasized their commitment to safe and dependable service during their years of operation.","['transportation', 'child transport', 'school shuttle', 'student transport', 'commercial insurance', 'safe transport', 'door to door service', 'livery service', 'company closure', 'transportation services']",NACE H: Transportation and storage,transportation companies
